E (meV)	LETLET77597_1.05meV_rings_0.35A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.45A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.55A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.6499999999999999A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.75A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.8499999999999999A-1	err	E (meV)	LETLET77597_1.05meV_rings_0.95A-1	err	E (meV)	LETLET77597_1.05meV_rings_1.0499999999999998A-1	err	E (meV)	LETLET77597_1.05meV_rings_1.15A-1	err	E (meV)	LETLET77597_1.05meV_rings_1.25A-1	err
-0.5366711852	-0.6051172907	0.03873980989	-0.5366711852	0.4463982892	0.8502762009	-0.5366711852	0.3497590567	0.688312057	-0.5366711852	1.02909672	1.265186055	-0.5366711852	-0.3938261243	0.02261486156	-0.5366711852	-0.4140530354	0.02320392966	-0.5366711852	-0.3909784646	0.02125997806	-0.5366711852	2.06514261	1.720205193	-0.5366711852	-0.3623594223	0.01985163963	-0.5366711852	-0.180441826	0.4521167995
-0.5316644193	2.390736508	2.996107293	-0.5316644193	-0.4061638028	0.01774146806	-0.5316644193	-0.339995652	0.01536759808	-0.5316644193	1.720426132	1.547669155	-0.5316644193	-0.3966142526	0.0227077691	-0.5316644193	-0.2942097585	0.3996446565	-0.5316644193	-0.3944456258	0.02140025715	-0.5316644193	-0.3677720881	0.0216371354	-0.5316644193	-0.3658130207	0.01997857367	-0.5316644193	0.9568437778	1.289065226
-0.5266576534	-0.2787597421	0.610334347	-0.5266576534	0.43334684	0.9974348757	-0.5266576534	-0.3416996597	0.01546355918	-0.5266576534	-0.3542110186	0.02118774273	-0.5266576534	-0.3995169979	0.02281035809	-0.5266576534	0.7519182512	1.232837498	-0.5266576534	-0.3983011914	0.02151784663	-0.5266576534	-0.3677970977	0.02171949227	-0.5266576534	-0.3682316778	0.02010365657	-0.5266576534	-0.3848710533	0.01977946161
-0.5216508876	-0.6037426238	0.03829456699	-0.5216508876	-0.4119344014	0.01848339384	-0.5216508876	-0.3434779201	0.0155629405	-0.5216508876	-0.3563885102	0.02136800692	-0.5216508876	-0.4030053502	0.02296434189	-0.5216508876	-0.4232633252	0.0237428266	-0.5216508876	-0.4018407191	0.02166572959	-0.5216508876	0.727796013	1.152393305	-0.5216508876	1.771228689	1.552257156	-0.5216508876	-0.3885171717	0.01996263099
-0.5166441217	-0.602464007	0.03812300552	-0.5166441217	-0.4148803729	0.01801096468	-0.5166441217	-0.3452168134	0.015660645	-0.5166441217	-0.3585212028	0.0215458442	-0.5166441217	0.836065284	1.381271705	-0.5166441217	-0.4256883509	0.02383163077	-0.5166441217	-0.4052776999	0.02185342365	-0.5166441217	-0.2542102856	0.3733473973	-0.5166441217	-0.2658085188	0.348603404	-0.5166441217	0.7522905668	1.143327278
-0.5116373558	-0.6013607199	0.03794189192	-0.5116373558	-0.4181369738	0.01811828548	-0.5116373558	-0.3469343181	0.0157641152	-0.5116373558	1.598468438	1.959033098	-0.5116373558	-0.1173899483	0.6718680569	-0.5116373558	0.6266098508	1.24818558	-0.5116373558	0.4824248773	1.054726772	-0.5116373558	1.357270561	1.445906216	-0.5116373558	-0.3762401373	0.02044374636	-0.5116373558	-0.3923061337	0.02025315715
-0.5066305899	-0.6004571549	0.03776837344	-0.5066305899	-0.4214911766	0.01820708491	-0.5066305899	-0.3485689886	0.01588755966	-0.5066305899	1.645562964	1.589168555	-0.5066305899	1.07687185	1.491540941	-0.5066305899	1.294813092	1.52404439	-0.5066305899	-0.05704097822	0.665470694	-0.5066305899	1.489102236	1.484762136	-0.5066305899	-0.3795100127	0.02060251748	-0.5066305899	-0.3930613831	0.0203084426
-0.501623824	-0.5995691708	0.03759223595	-0.501623824	-0.4248701729	0.01829436959	-0.501623824	-0.3506703971	0.01603031207	-0.501623824	1.396103164	1.506541388	-0.501623824	0.3614081902	1.077215176	-0.501623824	0.2436108102	0.9352544421	-0.501623824	-0.4164632234	0.02231104987	-0.501623824	-0.3730922586	0.02218285655	-0.501623824	0.7350822715	1.11756256	-0.501623824	0.4356856069	1.146285167
-0.4966170581	-0.5985887431	0.03746068923	-0.4966170581	-0.4279628394	0.0183876697	-0.4966170581	-0.3531767298	0.01617032973	-0.4966170581	-0.3658567466	0.02218048923	-0.4966170581	0.2849035821	1.023705704	-0.4966170581	0.1804556889	0.8934525752	-0.4966170581	-0.41994828	0.02246235155	-0.4966170581	0.7929929722	1.168110472	-0.4966170581	1.404968267	1.435215794	-0.4966170581	0.8043100379	1.28110559
-0.4916102922	2.692196927	2.909563162	-0.4916102922	-0.430867258	0.01848146329	-0.4916102922	-0.3558683485	0.01630471723	-0.4916102922	-0.3676424728	0.02235104725	-0.4916102922	-0.4237009031	0.02386422271	-0.4916102922	0.8689166756	1.309305958	-0.4916102922	-0.4227737521	0.02263408856	-0.4916102922	-0.3765657402	0.02233170258	-0.4916102922	1.360025907	1.746193827	-0.4916102922	-0.3969263774	0.02054342051
-0.4866035264	0.874500747	1.547840447	-0.4866035264	0.443233044	0.7884509756	-0.4866035264	-0.3585863002	0.01644017714	-0.4866035264	0.04244969102	0.8444336188	-0.4866035264	1.025121463	1.451314295	-0.4866035264	-0.4447644026	0.02474039042	-0.4866035264	-0.1243047091	0.6175932823	-0.4866035264	-0.3780573782	0.02239581368	-0.4866035264	-0.1082144912	0.5735885261	-0.4866035264	-0.3987653581	0.0206368776
-0.4815967605	0.7202430429	1.508288964	-0.4815967605	0.095029925	0.6094974597	-0.4815967605	0.3343263905	0.695854914	-0.4815967605	0.9459097138	1.509118578	-0.4815967605	-0.4284156616	0.02413205937	-0.4815967605	-0.4493099994	0.0249191428	-0.4815967605	0.5327332807	1.10071851	-0.4815967605	-0.3790876582	0.02254227554	-0.4815967605	0.7201287766	1.13758972	-0.4815967605	0.6861129416	1.043157295
-0.4765899946	0.8933252987	1.455516581	-0.4765899946	-0.4395277593	0.01877854827	-0.4765899946	0.9902291692	1.165824553	-0.4765899946	0.292155142	0.8259940748	-0.4765899946	-0.4314147317	0.02429155376	-0.4765899946	-0.4536465141	0.02513417616	-0.4765899946	-0.4297342866	0.0230005724	-0.4765899946	-0.3798809343	0.02264617861	-0.4765899946	0.644638039	1.091586391	-0.4765899946	0.391636897	0.8666286977
-0.4715832287	0.9239134008	1.556704603	-0.4715832287	-0.4420175969	0.01885520169	-0.4715832287	-0.3671650752	0.01688866339	-0.4715832287	-0.374355565	0.02297522969	-0.4715832287	-0.4347496847	0.02441854814	-0.4715832287	-0.4579022413	0.02537135547	-0.4715832287	-0.4313706574	0.02310826251	-0.4715832287	-0.380297932	0.02265023198	-0.4715832287	0.6745059809	1.098119264	-0.4715832287	0.502389183	0.9311396384
-0.4665764628	-0.5924765122	0.0366254529	-0.4665764628	-0.4444800663	0.01892719609	-0.4665764628	-0.3705970704	0.01707464109	-0.4665764628	-0.3754204409	0.02313932624	-0.4665764628	-0.4384154983	0.0245544367	-0.4665764628	-0.4619685706	0.02555728221	-0.4665764628	-0.4329062767	0.02324086071	-0.4665764628	-0.3810633617	0.02271442563	-0.4665764628	-0.4001612805	0.02161932921	-0.4665764628	-0.3637799218	0.2085591474
-0.4615696969	-0.5894079826	0.03637883217	-0.4615696969	-0.447054565	0.01900699163	-0.4615696969	0.6149013256	0.9892055234	-0.4615696969	-0.3763265943	0.02328690095	-0.4615696969	-0.4427361817	0.02474056007	-0.4615696969	-0.4653813808	0.02566769768	-0.4615696969	-0.4342279825	0.02338187477	-0.4615696969	-0.3821558574	0.02283586222	-0.4615696969	-0.4038713146	0.02171581912	-0.4615696969	1.269098365	1.366874332
-0.4565629311	-0.5865207746	0.03615602893	-0.4565629311	-0.4497838175	0.01910016473	-0.4565629311	-0.3777334826	0.01742329453	-0.4565629311	-0.3772363967	0.02343583199	-0.4565629311	-0.4471317258	0.02493061819	-0.4565629311	-0.4689754448	0.02581332795	-0.4565629311	0.06775480147	0.8152687384	-0.4565629311	-0.0299058809	0.6602979559	-0.4565629311	0.7435793298	1.153317616	-0.4565629311	0.1117254585	0.7636028404
-0.4515561652	-0.5847347832	0.03598392317	-0.4515561652	-0.4525394751	0.01919410908	-0.4515561652	-0.3813494597	0.0175921298	-0.4515561652	-0.3781008417	0.02358115504	-0.4515561652	-0.4516410479	0.02512716883	-0.4515561652	-0.4727528921	0.02598989069	-0.4515561652	-0.1727997502	0.5878052875	-0.4515561652	-0.2185379198	0.4501786665	-0.4515561652	0.7152386562	1.132129456	-0.4515561652	-0.4139879574	0.02128686794
-0.4465493993	-0.5833118416	0.03582123078	-0.4465493993	-0.4553147847	0.01929000044	-0.4465493993	-0.3850018197	0.01776226625	-0.4465493993	-0.378517668	0.02368155359	-0.4465493993	0.7842473311	1.299807738	-0.4465493993	-0.4237084268	0.2646968925	-0.4465493993	-0.4342284303	0.02353544833	-0.4465493993	-0.3852369101	0.02308195268	-0.4465493993	0.118664218	0.7853564111	-0.4465493993	-0.4145924717	0.02134988053
-0.4415426334	-0.5816788168	0.0355865802	-0.4415426334	-0.4580101199	0.01939855215	-0.4415426334	-0.3886998595	0.01793582888	-0.4415426334	0.1437138939	0.8470695619	-0.4415426334	0.915044567	1.368270986	-0.4415426334	0.3051829705	1.015756634	-0.4415426334	-0.1866742805	0.5571654644	-0.4415426334	-0.387038951	0.02320884208	-0.4415426334	0.1635163257	0.8201414536	-0.4415426334	-0.4147482747	0.02142786122
-0.4365358675	-0.168877006	0.7703972954	-0.4365358675	-0.460421381	0.0194802388	-0.4365358675	0.3640013654	0.7566376278	-0.4365358675	2.135802418	1.985342744	-0.4365358675	-0.466350894	0.02570956471	-0.4365358675	0.7315160977	1.262173688	-0.4365358675	1.21946095	1.445343423	-0.4365358675	-0.3886918905	0.02331768637	-0.4365358675	-0.1156968345	0.6011162301	-0.4365358675	-0.1217826802	0.5475843967
-0.4315291016	8.985911019	4.61838548	-0.4315291016	0.4211273996	0.8841121642	-0.4315291016	0.9624213641	0.9601605702	-0.4315291016	-0.3814436836	0.02411800534	-0.4315291016	-0.4710482432	0.025912047	-0.4315291016	-0.4910658931	0.02678324024	-0.4315291016	2.175801291	1.844280204	-0.4315291016	-0.3909551601	0.02342937809	-0.4315291016	0.3609539699	0.9515699846	-0.4315291016	0.3158671759	0.863658337
-0.4265223358	-0.5786954793	0.03496471238	-0.4265223358	-0.4649154205	0.01962457356	-0.4265223358	-0.3977359363	0.01845776711	-0.4265223358	-0.3835666734	0.02429566931	-0.4265223358	-0.4757982769	0.0261166479	-0.4265223358	-0.4952883656	0.02697404901	-0.4265223358	-0.432680438	0.02379089689	-0.4265223358	-0.3938444753	0.02357001233	-0.4265223358	-0.4480970246	0.02327917708	-0.4265223358	0.5358182814	0.9497913435
-0.4215155699	-0.5790361423	0.03485615112	-0.4215155699	-0.4669009463	0.01970343827	-0.4215155699	-0.4004137406	0.01859804218	-0.4215155699	-0.3857089783	0.02447501963	-0.4215155699	-0.480579905	0.02631833961	-0.4215155699	-0.4995783328	0.02717227774	-0.4215155699	-0.4334442288	0.02387841485	-0.4215155699	-0.3967652453	0.02367495178	-0.4215155699	-0.4528503622	0.02349310656	-0.4215155699	-0.4149788616	0.02158242158
-0.416508804	-0.5803182544	0.03479380264	-0.416508804	-0.4689902515	0.01978653193	-0.416508804	0.2030680986	0.6376508412	-0.416508804	-0.3878455018	0.02463327186	-0.416508804	0.9834998647	1.469327391	-0.416508804	-0.5041543321	0.02740680317	-0.416508804	-0.4343129355	0.02398239258	-0.416508804	1.038466752	1.438496443	-0.416508804	2.967839556	2.012127228	-0.416508804	-0.4168635436	0.02168137711
-0.4115020381	-0.5815072192	0.03471903204	-0.4115020381	-0.471021774	0.01986759659	-0.4115020381	-0.3421734786	0.2074218047	-0.4115020381	0.6608337406	1.168050384	-0.4115020381	-0.4907235035	0.02672423137	-0.4115020381	-0.5084623545	0.02759715658	-0.4115020381	-0.4355460289	0.02416920121	-0.4115020381	-0.4025809429	0.02391120412	-0.4115020381	-0.2574831749	0.4937885551	-0.4115020381	0.4837666412	0.9400211871
-0.4064952722	1.965173346	1.952049284	-0.4064952722	0.7854005758	1.042423686	-0.4064952722	0.1778615085	0.7710142595	-0.4064952722	0.4749773935	0.9936205164	-0.4064952722	-0.4952529857	0.02691689879	-0.4064952722	-0.5130218172	0.02777489591	-0.4064952722	-0.438155804	0.02448169072	-0.4064952722	0.8296953632	1.234134017	-0.4064952722	-0.4633702526	0.0238748702	-0.4064952722	-0.4243499905	0.02194544885
-0.4014885063	0.8095616231	1.466210536	-0.4014885063	-0.2121397843	0.5120031097	-0.4014885063	0.01573812376	0.5432817079	-0.4014885063	1.218432357	1.612723409	-0.4014885063	0.8540464424	1.353867613	-0.4014885063	-0.5177451971	0.02797881719	-0.4014885063	-0.4413075373	0.02479301399	-0.4014885063	2.752255005	1.951412139	-0.4014885063	0.2323414319	0.8875201301	-0.4014885063	0.9250534954	1.157339001
-0.3964817405	0.05685356965	1.035564644	-0.3964817405	0.2694453473	0.7473447999	-0.3964817405	-0.1512297988	0.4269805856	-0.3964817405	0.2880502981	0.9452920285	-0.3964817405	-0.5038919231	0.02731289829	-0.3964817405	-0.5225198354	0.02818644393	-0.3964817405	-0.444501401	0.02510515238	-0.3964817405	0.04789818813	0.7369669375	-0.3964817405	0.5464822946	1.06712821	-0.3964817405	-0.435250934	0.02228284886
-0.3914749746	-0.5817774831	0.03401117995	-0.3914749746	-0.1708010364	0.4728175938	-0.3914749746	-0.4175651148	0.0195829025	-0.3914749746	1.584637067	1.632005627	-0.3914749746	-0.5082596732	0.02750065832	-0.3914749746	0.04364079776	0.8723563181	-0.3914749746	-0.4477651709	0.02541846151	-0.3914749746	-0.4079527724	0.02382765539	-0.3914749746	0.06160265488	0.7716812116	-0.3914749746	-0.4405481896	0.02246271778
-0.3864682087	-0.583710388	0.03401724112	-0.3864682087	-0.07083296595	0.5455566476	-0.3864682087	-0.4204856668	0.01974743645	-0.3864682087	-0.3995252298	0.02565323098	-0.3864682087	-0.5125857942	0.02766215381	-0.3864682087	0.6710493637	1.263849551	-0.3864682087	-0.01389217258	0.758090453	-0.3864682087	0.7589308016	1.168822773	-0.3864682087	-0.4728171922	0.02436012504	-0.3864682087	-0.4458311403	0.02262776076
-0.3814614428	1.391945099	1.798206886	-0.3814614428	-0.4859263792	0.02041015287	-0.3814614428	0.6666927921	0.9010489734	-0.3814614428	-0.1214273207	0.5751304966	-0.3814614428	-0.5169457778	0.0278586025	-0.3814614428	0.3486206307	1.081475649	-0.3814614428	0.4205681433	1.072771162	-0.3814614428	-0.4117532928	0.02381989567	-0.3814614428	1.771080138	1.588117564	-0.3814614428	1.099129625	1.55089977
-0.3764546769	1.001000057	1.822579932	-0.3764546769	-0.4889289927	0.0205154716	-0.3764546769	0.7698331461	0.9772625009	-0.3764546769	0.4911027687	1.026208791	-0.3764546769	-0.5211540413	0.02807160719	-0.3764546769	1.521649231	2.058275442	-0.3764546769	-0.4597024573	0.0265255686	-0.3764546769	-0.2417930813	0.4579991035	-0.3764546769	-0.4760205992	0.0245094687	-0.3764546769	2.03067087	1.720197449
-0.371447911	1.228327265	1.821162105	-0.371447911	-0.4919602532	0.02063041762	-0.371447911	0.6507419989	1.080319275	-0.371447911	-0.2449567472	0.535551884	-0.371447911	-0.4542825342	0.3249857154	-0.371447911	-0.5386570191	0.02904759049	-0.371447911	-0.4644730905	0.0268964246	-0.371447911	0.6165952697	1.117469727	-0.371447911	-0.478099304	0.02466386393	-0.371447911	2.295030575	1.63220274
-0.3664411452	-0.595193446	0.03422965095	-0.3664411452	-0.4949504496	0.02075342785	-0.3664411452	0.5174897889	0.9734158509	-0.3664411452	2.841087318	2.395385003	-0.3664411452	0.883769033	1.447694409	-0.3664411452	-0.5408805369	0.02918787621	-0.3664411452	-0.4700504471	0.02725512491	-0.3664411452	0.7929523579	1.243303453	-0.3664411452	-0.4802421366	0.02480349328	-0.3664411452	-0.4686107817	0.02332525294
-0.3614343793	-0.5978836407	0.03424238164	-0.3614343793	0.1905294387	0.7435764864	-0.3614343793	-0.3875654245	0.2188789488	-0.3614343793	0.6440682928	1.14326507	-0.3614343793	-0.5329305308	0.02861735139	-0.3614343793	-0.542420763	0.02929195435	-0.3614343793	-0.4756333732	0.02758524894	-0.3614343793	-0.3622019182	0.2796054882	-0.3614343793	1.593543869	1.523653638	-0.3614343793	0.3371033205	0.8767449475
-0.3564276134	-0.6005318487	0.03425407806	-0.3564276134	-0.3856435059	0.3039611976	-0.3564276134	-0.4380752056	0.02080970114	-0.3564276134	0.4192772484	1.123863451	-0.3564276134	1.725262948	1.800865511	-0.3564276134	-0.543716254	0.0294239545	-0.3564276134	-0.4810839319	0.02789167474	-0.3564276134	-0.4254564018	0.02390409761	-0.3564276134	-0.3256403173	0.4247494697	-0.3564276134	-0.3450972029	0.3564914377
-0.3514208475	0.2306456137	1.021458132	-0.3514208475	-0.5033541417	0.02104189314	-0.3514208475	1.31299326	1.243279519	-0.3514208475	-0.4221091021	0.02713050231	-0.3514208475	-0.541277936	0.02896682657	-0.3514208475	-0.5452269454	0.02959522719	-0.3514208475	0.3882571651	1.071699188	-0.3514208475	0.3576326299	0.9623162798	-0.3514208475	-0.4893285808	0.02521547507	-0.3514208475	-0.4844309666	0.02384669975
-0.3464140816	-0.1882153463	0.7229816965	-0.3464140816	-0.5065793755	0.02115788719	-0.3464140816	0.6446814378	1.088659255	-0.3464140816	1.225458801	1.652425497	-0.3464140816	-0.5454113965	0.02920596163	-0.3464140816	-0.546535099	0.02972607591	-0.3464140816	-0.0556788117	0.7557882877	-0.3464140816	1.848966421	1.65339212	-0.3464140816	-0.4924341167	0.02534251701	-0.3464140816	0.4441742947	0.9336998392
-0.3414073157	-0.607460881	0.03439601877	-0.3414073157	0.4236908808	0.9337722518	-0.3414073157	1.819203645	1.441979936	-0.3414073157	-0.4315636563	0.02762276616	-0.3414073157	-0.03663467972	0.8423873504	-0.3414073157	1.513556506	1.66745413	-0.3414073157	0.2253666226	0.9511475135	-0.3414073157	0.1145825498	0.8367096579	-0.3414073157	0.03146055108	0.7653248682	-0.3414073157	-0.4925343451	0.02412687352
-0.3364005499	-0.6097640503	0.03444359023	-0.3364005499	-0.5131467064	0.02139433101	-0.3364005499	1.138569087	1.151711965	-0.3364005499	1.204667309	1.641374395	-0.3364005499	0.02449752493	0.8936676074	-0.3364005499	-0.408615843	0.4279298664	-0.3364005499	-0.5029433	0.02893076282	-0.3364005499	0.03073942087	0.7555626576	-0.3364005499	0.07955075198	0.8020517228	-0.3364005499	-0.4950742907	0.02423552454
-0.331393784	0.2569456186	0.9398083573	-0.331393784	-0.369530242	0.3876610983	-0.331393784	0.1011453618	0.7036280596	-0.331393784	0.4323811089	1.160105	-0.331393784	0.04419941807	0.9144441194	-0.331393784	-0.3648353204	0.4908331705	-0.331393784	0.8034940328	1.312888409	-0.331393784	0.3175184033	0.9603970569	-0.331393784	0.1359272512	0.8499842006	-0.331393784	-0.07377034586	0.6454318362
-0.3263870181	-0.6132405788	0.03443736122	-0.3263870181	-0.5203334694	0.02166532483	-0.3263870181	-0.4542346241	0.02181848928	-0.3263870181	1.870110647	1.889960358	-0.3263870181	1.112073757	1.527288337	-0.3263870181	1.208614011	1.521793784	-0.3263870181	0.7861671206	1.300844658	-0.3263870181	0.7671882767	1.207769761	-0.3263870181	0.6028213868	1.114641007	-0.3263870181	0.5777523478	0.9982055806
-0.3213802522	-0.06232107842	0.7385628614	-0.3213802522	-0.0913988923	0.6529343647	-0.3213802522	-0.4562358781	0.02200717029	-0.3213802522	0.2573006617	1.03999643	-0.3213802522	1.480829657	1.708231702	-0.3213802522	0.9128234747	1.463296417	-0.3213802522	-0.5197841362	0.0296763995	-0.3213802522	-0.4426288408	0.02465381127	-0.3213802522	1.825492752	1.618524914	-0.3213802522	0.2763847592	0.8582319364
-0.3163734863	-0.6172297287	0.03444582048	-0.3163734863	0.2262136775	0.7537499353	-0.3163734863	-0.4583572971	0.02217993936	-0.3163734863	0.7848762216	1.308619384	-0.3163734863	0.7905261073	1.36073376	-0.3163734863	-0.5514177342	0.03045040485	-0.3163734863	-0.5247199364	0.02989627706	-0.3163734863	0.7585169928	1.204335003	-0.3163734863	0.4794901948	1.053102428	-0.3163734863	2.242015169	1.60993224
-0.3113667204	1.070951432	1.778748323	-0.3113667204	0.2231315586	0.7541211593	-0.3113667204	0.5131881347	0.9741581244	-0.3113667204	0.9410601946	1.406603639	-0.3113667204	-0.5749317552	0.03129452646	-0.3113667204	-0.5529796025	0.03053386286	-0.3113667204	1.90166627	1.761931495	-0.3113667204	-0.44857445	0.02559903712	-0.3113667204	-0.5273985249	0.02670983422	-0.3113667204	-0.5037113191	0.02548924376
-0.3063599546	-0.4458925965	0.5781977849	-0.3063599546	-0.5340691387	0.02216313862	-0.3063599546	-0.4630064237	0.02249193862	-0.3063599546	-0.4707513274	0.02960811667	-0.3063599546	-0.5799311432	0.03082145	-0.3063599546	-0.5547245985	0.03065295208	-0.3063599546	-0.413784553	0.3913278083	-0.3063599546	-0.451300043	0.02508019444	-0.3063599546	2.615849773	1.878978543	-0.3063599546	2.327450297	1.636089258
-0.3013531887	-0.6274158358	0.03480537794	-0.3013531887	-0.5374986253	0.02229209495	-0.3013531887	-0.4653231455	0.02264813244	-0.3013531887	-0.4763334337	0.02990111704	-0.3013531887	-0.5847128778	0.03098798447	-0.3013531887	0.5684557454	1.332020739	-0.3013531887	-0.5384356196	0.03057521113	-0.3013531887	0.7487153131	1.202126573	-0.3013531887	0.7865234142	1.215608341	-0.3013531887	0.4682457472	0.976480339
-0.2963464228	0.4004618317	1.031640058	-0.2963464228	0.5843962507	0.9593059346	-0.2963464228	-0.0399114538	0.5462517735	-0.2963464228	-0.4819257128	0.03022830121	-0.2963464228	-0.5894579511	0.03116091042	-0.2963464228	0.87079278	1.503928021	-0.2963464228	-0.5435575386	0.03077803359	-0.2963464228	-0.1720241606	0.595685298	-0.2963464228	0.5893103201	1.126717564	-0.2963464228	0.4577776768	0.9693915072
-0.2913396569	-0.6335213928	0.03499216759	-0.2913396569	-0.5442419318	0.02256476814	-0.2913396569	-0.4709961841	0.02298891587	-0.2913396569	1.311369782	1.798309109	-0.2913396569	0.1369350006	1.010651077	-0.2913396569	0.03924731257	0.9749947148	-0.2913396569	-0.5490067257	0.031015653	-0.2913396569	0.9565729128	1.31557007	-0.2913396569	0.132181479	0.873209334	-0.2913396569	0.06114682105	0.7960940736
-0.286332891	-0.6364694311	0.03504640275	-0.286332891	-0.24910332	0.4648966161	-0.286332891	0.717918227	1.18461	-0.286332891	-0.4911070705	0.03069563901	-0.286332891	1.47696035	1.709182933	-0.286332891	-0.5646921479	0.031369636	-0.286332891	-0.5548585551	0.03131629346	-0.286332891	-0.4572492421	0.02554094726	-0.286332891	-0.5531481408	0.02770259076	-0.286332891	0.6581983646	1.253287662
-0.2813261251	-0.6394649804	0.03510009136	-0.2813261251	0.3754706166	0.8380457085	-0.2813261251	-0.468792763	0.08539940665	-0.2813261251	-0.03266652856	0.8014556344	-0.2813261251	-0.6047381762	0.03196535017	-0.2813261251	-0.5680014162	0.03152844732	-0.2813261251	-0.5605895153	0.03155607655	-0.2813261251	-0.4589543913	0.0256788011	-0.2813261251	0.5546567608	1.112401313	-0.2813261251	1.274756108	1.476245899
-0.2763193592	1.946180544	1.866313466	-0.2763193592	0.6855842994	0.9899701279	-0.2763193592	-0.4817381397	0.02368335617	-0.2763193592	0.4261785806	1.132941987	-0.2763193592	-0.2763311362	0.6840844582	-0.2763193592	-0.5728103064	0.03180625471	-0.2763193592	1.02028597	1.586535718	-0.2763193592	-0.4604760867	0.02580424998	-0.2763193592	-0.5617496251	0.02808714672	-0.2763193592	-0.5242807964	0.02550758428
-0.2713125934	-0.3924069699	0.6725302436	-0.2713125934	0.1684361597	0.7637279176	-0.2713125934	0.7503817296	1.235820022	-0.2713125934	-0.5019984174	0.0314047307	-0.2713125934	0.4476015601	1.217250975	-0.2713125934	-0.577957231	0.03211293133	-0.2713125934	-0.379677537	0.5077706976	-0.2713125934	0.7598432312	1.222551424	-0.2713125934	-0.5650379124	0.02820615198	-0.2713125934	-0.358894768	0.4496940488
-0.2663058275	0.8734009592	1.645625765	-0.2663058275	0.07551433884	0.6878556307	-0.2663058275	-0.4886904423	0.02408794973	-0.2663058275	-0.5055531914	0.0316531512	-0.2663058275	-0.619319605	0.03252407181	-0.2663058275	0.7658841082	1.349602688	-0.2663058275	0.5715721983	1.240449385	-0.2663058275	-0.4653440567	0.02609680731	-0.2663058275	-0.5676949287	0.02835703596	-0.2663058275	0.4826678749	1.097517028
-0.2612990616	-0.6534740977	0.03557215405	-0.2612990616	-0.5646991252	0.0233520704	-0.2612990616	-0.4915576021	0.0242560729	-0.2612990616	1.458705435	2.017536631	-0.2612990616	-0.6243268072	0.03278055626	-0.2612990616	-0.5890465204	0.0325536005	-0.2612990616	-0.5815695773	0.03250499068	-0.2612990616	-0.4684157015	0.02627638598	-0.2612990616	-0.5707317737	0.02852199604	-0.2612990616	-0.5371292148	0.02592573991
-0.2562922957	0.5027619882	1.160666224	-0.2562922957	0.140883428	0.7665463207	-0.2562922957	0.5418974923	1.03672556	-0.2562922957	1.646452041	2.111334322	-0.2562922957	1.987980178	1.921080574	-0.2562922957	-0.5946284184	0.03278445726	-0.2562922957	-0.5870296043	0.03274438202	-0.2562922957	-0.471421327	0.02644828359	-0.2562922957	1.511825561	1.532494516	-0.2562922957	0.4752948651	1.096587463
-0.2512855298	-0.6614276203	0.03584695788	-0.2512855298	-0.4536464927	0.3136502119	-0.2512855298	-0.4975306442	0.02465813799	-0.2512855298	-0.5187851102	0.03239207805	-0.2512855298	0.9762278749	1.507035369	-0.2512855298	-0.6002695506	0.03305905836	-0.2512855298	-0.5927174375	0.03298236999	-0.2512855298	0.7339835009	1.207968253	-0.2512855298	0.4217647121	1.055846668	-0.2512855298	-0.374067127	0.4457577169
-0.2462787639	1.392041676	2.057942387	-0.2462787639	0.7447652199	1.023200489	-0.2462787639	-0.500480886	0.02490169717	-0.2462787639	-0.5237182513	0.03267611822	-0.2462787639	0.7348243719	1.373439887	-0.2462787639	1.883939148	1.934939385	-0.2462787639	0.7049121963	1.303812519	-0.2462787639	0.1871821693	0.812214256	-0.2462787639	1.753040046	1.615609674	-0.2462787639	-0.4137132325	0.3559245388
-0.2412719981	-0.6697979494	0.03605373083	-0.2412719981	1.053876104	1.144473656	-0.2412719981	0.1009315442	0.6512283671	-0.2412719981	-0.5287327902	0.0329661728	-0.2412719981	-0.6420070536	0.03365462905	-0.2412719981	-0.1610699474	0.7813095742	-0.2412719981	-0.6049549733	0.03351336232	-0.2412719981	-0.1466062664	0.5738089752	-0.2412719981	-0.5953937665	0.02937957444	-0.2412719981	-0.5479575383	0.02639976795
-0.2362652322	-0.6742131369	0.03616287067	-0.2362652322	1.005959545	1.107493637	-0.2362652322	0.5553177389	0.9304246176	-0.2362652322	1.540207371	2.074283221	-0.2362652322	-0.6461487079	0.03387132687	-0.2362652322	-0.616537431	0.03382391575	-0.2362652322	0.01229404579	0.9040170726	-0.2362652322	0.129003308	0.8815917774	-0.2362652322	-0.6044325552	0.02969651459	-0.2362652322	-0.5515653118	0.02650504736
-0.2312584663	0.4904413772	1.170235022	-0.2312584663	-0.5858266615	0.02419343261	-0.2312584663	1.617592572	1.551921283	-0.2312584663	1.173255536	1.6578696	-0.2312584663	-0.1166806226	0.8651110813	-0.2312584663	-0.6218459956	0.0340631334	-0.2312584663	0.5627762031	1.240367833	-0.2312584663	0.1875340089	0.9221263724	-0.2312584663	0.5008566087	1.116038236	-0.2312584663	-0.5553311274	0.02665455794
